Requiere actualizar,Fecha de actualización,Codigo interno,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos (Frases P),Exclamación (PICTOGRAMA ),Corrosión (PICTOGRAMA ),Peligro para la salud (PICTOGRAMA ),Calavera (PICTOGRAMA ),Llama (PICTOGRAMA ),Ambiente (PICTOGRAMA ),Llama sobre círculo (PICTOGRAMA ),Bomba explotando (PICTOGRAMA ),Cilindro de gas (PICTOGRAMA )
,2025-10-16 00:00:00,IFF-QB00063,SUAVE PRIMAVERA 958,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317 H361, H373","P210, P260, P280, P302 + P352, P308 + P313, P333 + P313, , P370 + P378, P391",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00276,SUAVIAZUL M 75,Mezcla,ATENCION,01 800 002 1400,"H227, H303, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P302 + P352, P305 + P351 + P338, P312, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",X,,X,,,X,,,
,2025-10-28 00:00:00,ASH-QB00046,SUBERLIFTT LIPOPHILE S/P,Mezcla ,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00064,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H351, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313,  P337 + P313",X,,X,,,,,,
,2025-10-21 00:00:00,LUB-QB00069,SULFOCHEM TD3 S/P,Mezcla,ATENCION,01 800 002 1400,"H315, H319","P264, P280, P305 + P351 + P338, P337 + P313, P302 + P352, P332 + P313, P321, P362",X,X,,,,,,,
,2025-10-16 00:00:00,IFF-QB00112,SUMMER SUNSET 066,Mezcla,ATENCION,01 800 002 1400,"H317, H351","P280, P302 + P352",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00070,SUNSENSATION,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, , H351, H361","P210, P261, P280, P302 + P352,P305 + P351 + P338, P308 + P313,  P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-23 00:00:00,VAR-QB00137,SUPERHUMECTANTE S/P,308073-86-8 ,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00047,SURFADONE LP100,2687-94-7,PELIGRO,1-800-274-5263,"H303 + P313, P314","P264, P280, P301 + P330 + P331, P303 + P361 + P353, P304 + P340 + P310, P305 + P351 + P338 + P310, P312, P363, P405, P501",,X,,,,,,,
SOLICITAR HDS ACTUALIZADA TENSOQUIMIA,PENDIENTE,VAR-QB00138,SURFAGEL ES QB,9005-08-7,ATENCION,01 800 002 1400,"H303 + H333, H317, H320","P264, P273, P280, P303 + P361 + P353, P305 + P351 + P338, P314, P403 + P233",X,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00048,SUTTOCIDE-A,Mezcla,PELIGRO,1-800-274-5263,"H302, H3013 + H333, H315, H317, H319, H335, H341, H350","P101, P202, P261, P264, P270, P271, P272, P280, P301 + P312 + P330, P302 + P352, P304 + P340 + P312,  P305 + P351 + P338, P312, P333 + P313, P362 + P364, P403 + P233, P405, P501",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00113,SWEET ANIS 972,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313,  P362 + P364",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00114,SWEET LOVE 591,Mezcla,ATENCION,01 800 002 1400,"H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00115,SWEET POWDER 361,Mezcla,PELIGRO,01 800 002 1400,"H226, H304, H315, H317, H319, H411","P210, P233, P240, P241, P242, P243, P261, P264, ,, P280, P301 + P310, P303 + P361 + P353, P305 + P351 + P338, P331, P333 + P313, P337 + P313, , P370 + P378, P391, P403 + P235, P405, P501",X,,X,,X,X,,,
,2025-10-16 00:00:00,IFF-QB00281,TANGO HIDRA,Mezcla,PELIGRO,01 800 002 1400,"H227, H303, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273,  P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",X,X,X,,,X,,,
,2025-10-14 00:00:00,IFF-QB00116,TE VERDE MENTA SMT 1039,Mezcla,ATENCION,01 800 002 1400,"H227, H317, H319, H361","P210, P261, P280, P302+P352, P305 + P531 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-23 00:00:00,VAR-QB00140,TEA USO INDUSTRIAL (TRIETANOLAMINA 85%),Mezcla,PELIGRO,01 800 002 1400,"H303, H315, H318, H373","P260, P264, P280, P305+P351+P338, P321, P501",,X,X,,,,,,
,2025-10-23 00:00:00,VAR-QB00141,TERPENOS DE NARANJA,68647-72-3,PELIGRO,01 800 002 1400,"H226, H315, H400, H304, H319","P210, P233, P240, P241, P242, P243, P280, P303 + P361 + P353, P332+P313, P362, P370+P378, P403+P235, P501",,,X,,X,X,,,
,2025-11-13 00:00:00,KAO-QB00070,TETRANYL AT7590 s/p,Mezcla,ATENCION,+34 93 739 9445,"Líquidos y vapores inflamables. Nocivo para los organismos acuáticos, con efectos nocivos duraderos.","P280, P210, P241, P242, P243, P233, P273, P303 + P361 + P353, P403 + P235, P501",,,,,X,,,,
,2025-11-13 00:00:00,KAO-QB00072,TETRANYL AT7590E,Mezcla,PELIGRO,+34 93 739 9445,"Líquidos y vapores inflamables. Nocivo para los organismos acuáticos, con efectos nocivos duraderos.","P280, P210, P241, P242, P243, P233, P273, P303 + P361 + P353, P403 + P235, P501",,,,,X,,,,
,2025-11-13 00:00:00,KAO-QB00075,TETRANYL BC- 50T,Mezcla,PELIGRO,+34 93 739 9445,"H304, H314, H318, H400","P280, P273, P270, P264, P391, P304+P310, P301+P310, P303+P361+P353, P310, P405, P501",X,X,,,,X,,,
,2025-11-13 00:00:00,KAO-QB00076,TETRANYL BC80E S/P,MEZCLA,PELIGRO,+34 93 739 9445,"H226, H302, H312, H314, H318","P280, P210, P241, P242, P243, P233, P270, P264, P304 + P340, P310, P301 + P310, P330, P331, P303 + P361 + P353, P310, P363, P302 + P312, P352, P305 + P351 + P338, P405, P403 + P235, P501",X,X,,,X,,,,
,2025-11-25 00:00:00,KAO-QB00078,TETRANYL BC-80T,"61789-71-7, 64-17-5",PELIGRO,+34 93 739 9445,"H226, H302 + H312, H314","P280, P210, P270, P264, P304 + P340, P310, P301 + P310, P330, P331, P303 + P361 + P353, P363, P305 + P351 + P338, P405, P501",X,X,,,X,,,,
,2025-10-28 00:00:00,KAO-QB00079,TETRANYL L17-90E,Mezcla,ATENCION,+34 93 739 9445,"H226, H315, H319, H412","PREVENCION: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,neopreno. Llevar prendas de protección: Recomendado: traje de protección desechable.Llevar gafas o máscara de protección: Recomendado: Gafas anti-salpicaduras..Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación o de iluminación a prueba de explosiones. No utilizar herramientas que produzcan chispas. Tomar medidas de precaución contra las descargas electrostáticas. Mantener el recipiente herméticamente cerrado. Evitar su liberación al medio ambiente. Lavarse concienzudamente tras la manipulación. RESPUESTA: EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Enjuagar la piel con agua. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Si persiste la irritación ocular: Consultar a un médico. ALMACENAMIENTO:  Almacenar en un lugar bien ventilado. Mantener en lugar fresco. ELIMINACION: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",X,X,,,,,,,
,2025-10-17 00:00:00,IFF-QB00195,TH NINA 245,Mezcla,PELIGRO,01 800 002 1400,"H315, H317, H318","P280, P302 + P352, P305 + P351 + P338",X,X,,,,,,,
,2025-10-21 00:00:00,ASH-QB00049,TOMASA SHEA BUTTER,Sustancia,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
SOLICITAR HDS ACTUALIZADA A PROVEEDOR,PENDIENTE,VAR-QB00142,TRANSCUTOL CG,111-90-0,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
SOLICITAR HDS ACTUALIZADA A PROVEEDOR,PENDIENTE,VAR-QB00143,TRANSCUTOL HP,111-90-0,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00144,TRICLOSAN,3380–34–5,PELIGRO,01 800 002 1400,"H303, H315,H319, H410","P273, P305+P351+P338, P501",X,,,,,X,,,
,2025-10-16 00:00:00,IFF-QB00282,TROPIC FRUIT M 957,Mezcla,PELIGRO,01 800 002 1400,"H226, H304, H315, H317, H319, H410, H411","P210, P240, P241, P242, P243, P261, P264, P261, P264, P280, P301 + P310, P303 + P361 + P353, P305 + P351 + P338, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",X,,X,,X,X,,,
,2025-10-17 00:00:00,IFF-QB00117,TROPIC ICE M1210,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00066,TUBEROSE 946,Mezcla,ATENCION,01 800 002 1400,"H227, H317, H351","P210, P261, ,, P280, P302 + P352, P308 + P313, P333 + P313, P370 + P378",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00118,TUTTI 001,Mezcla,PELIGRO,01 800 002 1400,"H226, H304, H315, H317, H361","P210, P261, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P308 + P313, P331, P333 + P313, P337 + P313, P370 + P378",X,,X,,X,,,,
,2025-11-25 00:00:00,VAR-QB00145,TWEEN 80 S/p,9005-65-6,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00146,TWEN 20 QE,9005-64-5,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
SOLICITAR HDS IFF,PENDIENTE,IFF-QB00119,UVA AIR 814,Mezcla,-,-,-,-,1,1,1,1,,,,,
,2025-10-16 00:00:00,IFF-QB00283,VAINILLA CITRICO S/P,Mezcla,ATENCION,01 800 002 1400,"H302, H317","P280, P301 + P310, P302 + P352",X,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00067,VCA BLUE 629 FLOR DE LUNA,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338 + P310, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00284,VCA FIESTA 4325,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P331, P333 + P313, P337 + P313, P370 + P378, P391, P403 + P235, P405, P501",X,,X,,,X,,,
,2025-10-16 00:00:00,IFF-QB00286,VCA MOMENTOS 2321,Mezcla,PELIGRO,01 800 002 1400,"H227, H303, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P302 + P352, P305 + P351 + P338, P312, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",X,X,X,,,X,,,
,2025-10-16 00:00:00,IFF-QB00068,VCB BLUE 231,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313,  P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00120,VELAQUIM 4 CANELA FV,Mezcla,ATENCION,01 800 002 1400,"H227, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313,  P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00196,VICTORY 225,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00287,VIOLET FLOWER,Mezcla,ATENCION,01 800 002 1400,"H227, H303, H315, H317, H319, H361, H410, H411","P201, P202, P210, P261, P264, P272, P273, P302 + P352, P305 + P351 + P338, P312, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",X,,X,,,X,,,
,2025-11-25 00:00:00,VAR-QB00179,VISCOSOL QB280,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00050,VITAL ET S/P,Mezcla,ATENCION,1-800-274-5263,H303 + P313,P312,X,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00148,VITAMINA E,Sustancia,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-12-04 00:00:00,ASH-QB00051,VITS PRIMASPONGES BLUE SS MICROESFERA,57455-37-5,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-12-04 00:00:00,VAR-QB00149,V-TONIC S/P,"90063-97-1, 84929-31-7, 84696-07-1, 91722-69-9, 89997-74-0
",PELIGRO,01 800 002 1400,"H304, H315, H319, H411","P264, P280, P301+P310+P331, P321, P337+P313, P391",X,X,,,,X,,,
,2025-10-16 00:00:00,IFF-QB00288,WAIKIKI 204,Mezcla,ATENCION,01 800 002 1400,"H302, H317","P280, P301 + P310, P302 + P352",X,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00172,WASH OUT 560 S/P,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302 + P352",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00121,WATERY TIMBRE 939,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H351","P210, P280, P302 + P352",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00291,WILD CITRONELLA 815,Mezcla,ATENCION,01 800 002 1400,"H317, H319","P261, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313",X,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00069,WONDERFUL LADY 195,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P280, P302 + P352, P305 + P351 + P338",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00035,WOOD WICK 122,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364",X,,X,,,,,,
,2025-10-21 00:00:00,ASH-QB00052,X TEND 226 S/P,94-47-3,ATENCION,1-800-274-5263,H303,P312,X,,,,,,,,
