Codigo interno,CODIGO VARIANTE,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos,Pictogram 1,Pictogram 2,Pictogram 3,Pictogram 4
,Q0308016,CLORURO DE BENZALCONIO AL 80% (TETRANYL BC 80),"61789-71-7, 67-63-0",PELIGRO,+34 93 739 9445,Líquidos y vapores inflamables. Nocivo en caso de ingestión o en contacto con la piel. Provoca quemaduras graves en la piel y lesiones oculares graves.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,
neopreno. Llevar gafas o máscara de protección: Recomendado: gafas de seguridad con protección lateral. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales antideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE  CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON  OJOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. : Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,e,g,1
IFF-QB00205,P1301006,CLEAN PLUS 049,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 + P353, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",B,G,I,1
IFF-QB00211,P1301005,PERFECT BRIGHT 056,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 + P353, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",B,G,I,1
IFF-QB00213,P1301004,PREMIUM FABRIC 992,,ATENCION,1 800 002 1400,"H226, H316,","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 + P353, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,1,1,1
IFF-QB00197,P0201021,BLOOM MEDLEY 420,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1
ASH-QB00046,Q0809008,SUBERLIFTT LIPOPHILE S/P, - , -, -, -, -,1,1,1,1
LUB-QB00065,Q0408005,SENSOMER TARA POLYMER S/P,68610-92-4,ATENCION,216-447-5000,H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave.,"P264: Lavarse cuidadosamente después de la manipulación. P280: Usar guantes/ropa de protección/equipo de protección para los ojos/la cara. P305+P351+P338: En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P337+P313: Si la irritación ocular persiste, consultar a un médico. P302+P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y
jabón abundantes. P332+P313: En caso de irritación cutánea: Consultar a un médico. P321: Tratamiento específico (véase en esta etiqueta). P362: Quitar la ropa contaminada y lavarla antes de volverla a usar.",g,1,1,1
LUB-QB00002,Q0408040,ACTIPHYTE BLUE AGAVE GL100NP,Mezcla,PELIGRO,1-800-274-5263,Puede provocar una reacción alérgica en la piel. Provoca lesiones oculares graves.,,e,g,1,1
IFF-QB00210,P1301007,MY FLORAL 448,,ATENCION,01 800 002 1400,"H227, H315, ","P210, P261",G,I,1,1
IFF-QB00217,P1051025,APPLE FRUITY 8230,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501
",G,I,1,1
,P0602011,GINGER 295,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501
",G,I,1,1
IFF-QB00280,P1101063,SUSPIRO DE AZAR 33,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1
LUB-QB00017,Q0401019,CARBOPOL CLEAR,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
KAO-QB00056,Q0201029,KAOSOFT AT-50V,"157905-74-3, 64-17-5",ATENCION,+34 93 739 9445,Líquidos y vapores inflamables.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo , neopreno. Llevar gafas o máscara de protección: Recomendado: gafas antisalpicaduras. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales  ntideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar  edidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,1,1,1
ASH-QB00014,Q0816025,ESCALOL 577, - , -, -, -, -,1,1,1,1
VAR-QB00103,Q0306026,GLUCOPON 625,110615-47-9 68515-73-1,PELIGRO, - ,H318: Provoca lesiones oculares graves. H402: Nocivo para los organismos acuáticos.,"P280: Llevar guantes, prendas, gafas, mascara de protección. P273: Evitar su liberación al medio ambiente. P305+P351+P338: En caso de contacto con los ojos: Aclarar
cuidadosamente con agua durante varios minutos. Quitar los lentes de contacto, si lleva y resulta fácil. Seguir aclarando. P310: Llamar inmediatamente a un centro de toxicología/medico. P501: Eliminar el contenido/el recipiente en un punto de recogida
de residuos especiales. ",e,1,1,1
,P0404020,FRAGANCIA COM 2284,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,H,1,1
IFF-QB00144,P0601019,FLORAL TOUCH 956,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,I,1,1
,P1101021,PALOMA BLANCA 98,,PELIGRO,1 800 002 1400,"H227, H304, H315, H317, H318, H400, H411","P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338 + P310, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,E,H,I
KAO-QB00064,Q0202003,QUARTAMIN 60W30P,112-02-7,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves. Provoca irritación cutánea,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, neopreno. Llevar gafas o máscara de protección: Recomendado: gafas antisalpicaduras. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico.",e,1,1,1
VAR-QB00025,Q0311005,BASE PARA DIFUSORES AMBIENTALES, - , -, -, -, -,1,1,1,1
IFF-QB00252,P1101083,LOVE & AFFECTION 2514,Mezcla,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00219,P1101082,BAMBOO BLEND,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,I,H,1
IFF-QB00237,P1101081,DESTELLOS DE SOL,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391 P403 + P235, P501",G,I,1,1
IFF-QB00232,P1101090,CARISMAS 2911,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H318,
H411","P261, P264, P272, P273, P280,
P302 + P352,
P305 + P351 + P338 + P310,
P333 + P313, P362 + P364, P391,
P501
",G,I,1,1
IFF-QB00299,P1001008,NOCHEBUENA 24,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
VAR-QB00171,Q0318057,EXTRACTO DE PEPINO, - , - , - , - , - ,1,1,1,1
,P1101032,SOFT MUSK 310,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317,
H319, H411","P210, P261, P264, P272,P273,
P280, P302 + P352,
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235,
P501",G,I,1,1
,P1101052,SELVA FRESCA 04,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313 , P362 + P364, P370 + P378, P391, P403 + P235, P501",G,I,1,1
KAO-QB00017,Q0218023,AKYPO SUGAR LM-42, - , -, -, -, -,1,1,1,1
IFF-QB00136,P0601017,COMPLETELY NUTS S/P,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H318,
H411","P261, P264, P272, P273, P280,
P302 + P352,
P305 + P351 + P338 + P310,
P333 + P313, P362 + P364, P391,
P501
",G,1,1,1
ASH-QB00070,Q0808011,GERMALL PLUS POLVO,78491-02-8;  55406-53-6 ,ATENCION,1-614-790-3333,H319 Provoca irritación ocular grave,"P264 Lavarse la piel cuidadosamente después de la manipulación. P280 Usar equipo de protección para los ojos/la cara. P305 + P351 + P338 EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios
minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado.",1,1,1,1
IFF-QB00319,P0501109,GREEN TEA CUCUMBER 956,Mezcla,PELIGRO,1 800 002 1400,"H227, H304, H315, H317, H318, H400, H411","P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338 + P310, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,E,H,I
LUB-QB00058,Q0408016,SCHERCEMOL™318 ESTER,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
,P1101084,TANGO PASION 900,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H315
H317, H318, H361
H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338 + P310, P312,
P333 + P313, P362 + P364,
P370 + P378, P391, P403 + P235,
P501",G,E,G,I
ASH-QB00007,Q0813025,CERAPYL SLK S/P, - , - , - , - , - ,1,1,1,1
,P1101086,GREEN BLOSSOM 202,Mezcla,PELIGRO,1 800 002 1400,"H227, H304, H315, H317, H318, H400, H411","P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338 + P310, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,E,H,I
IFF-QB00156,P0601021,PAMPERING TOUCH 927 ,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,I,1,1
,P0202008H,,,,,,,,,,
IFF-QB00318,P0501111,ACTIVE CARBON 423,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,H,1,1
IFF-QB00322,P0501110,FRESH CITRUS 580,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H318,
H411","P261, P264, P272, P273, P280,
P302 + P352,
P305 + P351 + P338 + P310,
P333 + P313, P362 + P364, P391,
P501
",G,H,1,1
IFF-QB00324,P0501112,LAVENDER 479,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352,  P305 + P351 + P338, P312,  P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,I,1,1
ASH-QB00050,ASH-QB00050,VITAL ET, - , - , - , - , - ,1,1,1,1
KAO-QB00061,,DIAMIET 515,"61791-14-8, 70592-80-2, 61790-85-0",PELIGRO,+34 93 739 9445,Nocivo en caso de ingestión. Provoca quemaduras graves en la piel y lesiones oculares graves. Provoca daños en los órganos tras exposiciones prolongadas o repetidas.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras , gafas de seguridad con protección lateral. Llevar prendas de protección:  ecomendado: Traje de protección , bata de laboratorio. No respirar los vapores. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. Consultar a un médico en caso de malestar. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",I,1,G,1
ASH-QB00060,,GERMALL 115,78491-02-8;  55406-53-6 ,ATENCION,1-614-790-3333,H319 Provoca irritación ocular grave,"P264 Lavarse la piel cuidadosamente después de la manipulación. P280 Usar equipo de protección para los ojos/la cara. P305 + P351 + P338 EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios
minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado.",1,1,1,1
VAR-QB00182,,FIJADOR X100, - , - ,1 800 002 1400,"H227, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",1,1,1,1
ASH-QB00058,,EFFISIN PE5, - , - , - , - , - ,1,1,1,1
VAR-QB00183,,FIJADOR LS,No Aplica,PELIGRO,01-800-00-214,"H302: Nocivo en caso de ingestión. H313: Puede ser nocivo en contacto con la piel. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H401: Toxico para los organismos acuáticos. H411: Toxico para los organismos acuáticos, con efectos nocivos duraderos.","P264: Lavarse las manos completamente después de su manipulación. P270: No comer, beber o fumar mientras se manipula este producto. P273: No dispersar en el medio  mbiente. P280: Usar guantes/ropa/lentes de protección. P301+P312: En caso de ingestión llamar a un centro de toxicología si la persona se encuentra mal. P302+P352: En caso de contacto con la piel lavar con abundante agua. P305+P351+P338: En caso de contacto con los ojos enjuagar con agua cuidadosamente durante varios minutos. Quitar los lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P310: Llamar inmediatamente a un centro de toxicología. P332+P313: En caso de irritación cutánea consultar a un médico. P330: Enjuagarse la boca P362+P364: Quitar la ropa contaminada y lavarla antes de volverla a usar. P391: Recoger el vertido. P401: Guardar con forme a lo indicado en la sección VII.  Eliminar el contenido/recipiente conforme a la reglamentación local.",G,E,I,1
LUB-QB00026,,CARBOPOL XTRA 11,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00176,,CARBOMER GBM 940,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00178,,CARBOMER LIQUID QBW,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00193,,COLOR VIOLETA D&C MATIZADO, - , - , - , - , - ,1,1,1,1
ASH-QB00054,,SENSIVA SC50 (TOCPHEROL),Sustancia,Peligro,Tel.: +52 55 5276-6110Arturo Villagrana Phone: +52 55-5870-5134,H303 Puede ser nocivo en caso de ingestión. H318 Provoca lesiones oculares graves. H332 Nocivo si se inhala.,"P101 Si se necesita consultar a un médico, tener a mano el recipiente o la etiqueta del producto. P102 Mantener fuera del alcance de los niños. P103 Leer la etiqueta antes del uso. P261 , P271 , P280",E,G,1,1
ASH-QB00036,,P.V.P.K30,-, - , - , - , - ,1,1,1,1
ASH-QB00069,,CERAPHYL ODS, - , - , - , - , - ,1,1,1,1
VAR-QB00175,,POLYQUATERNIUM 7,26590-05-6,No Aplicable,216-447-5000,H402: Nocivo para los organismos acuáticos.,P501: Eliminar el contenido/recipiente en una planta apropiada de tratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación.,1,1,1,1
IFF-QB00380,,AQUA MARINE 25,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H411","P210, P233, P240, P241, P242, P243, P261, P272, P273, P280, P303 + P361 + P353, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",B,G,H,1
IFF-QB00381,,OCEAN BLEU 02,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H411","P210, P233, P240, P241, P242, P243, P261, P272, P273, P280, P303 + P361 + P353, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",B,G,H,1
IFF-QB00346,,SWEET WINTER 30,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,I,1,1
IFF-QB00379,,JUICY LEMON 09,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315,
H317, H319, H411","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310,
P303 + P361 + P353,  P305 + P351 + P338, P331,  P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",B ,G,H,1
