Codigo interno,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos (Frases P),Source_File,Exclamación,Corrosión,Peligro para la salud,Calavera,Llama,Ambiente,Llama sobre círculo,Bomba explotando,Cilindro de gas
KAO-QB00043,EMAL 10G,73296-89-6,PELIGRO,+34 93 739 9445,Nocivo en caso de ingestión. Provoca lesiones oculares graves. Provoca irritación cutánea.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, Viton®, caucho nitrílico, neopreno. Llevar gafas o máscara de protección:  Recomendado: gafas anti-salpicaduras. No comer, beber ni fumar durante su  tilización. Lavarse las manos concienzudamente tras la manipulación.  EN CASO DE INGESTIÓN: Llamar a un centro de información toxicológica o a un médico en caso de malestar. Enjuagarse la boca. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",Warehouse1,X,X,,,,,,,
KAO-QB00060,POIZ 535 ,No Aplicable,Sin palabra de advertencia.,+34 93 739 9445,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
,DIAMIN OE ,No Aplicable,PELIGRO,+34 93 739 9445,Nocivo en caso de ingestión. Provoca quemaduras graves en la piel y lesiones oculares graves. Provoca daños en los órganos tras exposiciones prolongadas o repetidas.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar gafas o máscara de protección: Recomendado: máscara. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. No respirar los vapores. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE INHALACIÓN: Transportar a la víctima al exterior y mantenerla en reposo en una posición confortable para respirar. Llamar inmediatamente a un centrode información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Lave la piel contaminada con el de 3% de ácido acético o el agente que contiene Diphoterin (por ejemplo, Previn ®). Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LOS OJOS: Lavar inmediatamente con un agente que contenga Diphoterin (por ejemplo, Previn ®), levantando ocasionalmente los párpados superior e inferior.  Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico.",Warehouse1,X,X,X,,,,,,
,ACEITE DE PINO Y40,8002  9  3,ATENCION,+55 5831 7905 ,"H226: líquido y vapores inflamables. H334: puede provocar síntomas de alergia o asma o dificultades respiratorias si se inhala.  H400: no dispersar en el medio ambiente/no es
su uso destinado.
","P233: mantener alejado del calor/de chispas/de llamas al descubierto/de superficies calientes. No fumar. P235: mantener el recipiente herméticamente cerrado. P241: utilizar un material eléctrico/de ventilación/iluminación//antideflagrante. P242: no utilizar herramienta que produzca chispa. P243: tomar medidas de precaución contra las descargas electroestáticas. P280: usar guantes y equipo de protección personal para ojos/cara. P303, P361, y P353: en caso de contacto con la piel o el pelo: quitar inmediatamente la ropa contaminada. Enjuagar la piel con agua/ducharse. P370 y P378: en caso de incendio utilizar para la extinción: polvo químico seco (extintor de PQS) P391: recoger los vertidos.
P501: eliminar el contenido del recipiente conforme a la
reglamentación/local/nacional/internacional.
",Warehouse1,X,,X,,X,,,,
VAR-QB00005,ACEITE DE PINO Y55,8002  9  3,ATENCION,+55 5831 7905 ,"H226: líquido y vapores inflamables. H334: puede provocar síntomas de alergia o asma o dificultades respiratorias si se inhala.  H400: no dispersar en el medio ambiente/no es
su uso destinado.
","P233: mantener alejado del calor/de chispas/de llamas al descubierto/de superficies calientes. No fumar. P235: mantener el recipiente herméticamente cerrado. P241: utilizar un material eléctrico/de ventilación/iluminación//antideflagrante. P242: no utilizar herramienta que produzca chispa. P243: tomar medidas de precaución contra las descargas electroestáticas. P280: usar guantes y equipo de protección personal para ojos/cara. P303, P361, y P353: en caso de contacto con la piel o el pelo: quitar inmediatamente la ropa contaminada. Enjuagar la piel con agua/ducharse. P370 y P378: en caso de incendio utilizar para la extinción: polvo químico seco (extintor de PQS) P391: recoger los vertidos.
P501: eliminar el contenido del recipiente conforme a la
reglamentación/local/nacional/internacional.
",Warehouse1,X,,X,,X,,,,
VAR-QB00006,ACEITE MINERAL QB 85,8012-95-1; 8042-47-5,Sin palabra de advertencia.,01 800 00 21400,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
VAR-QB00159,ACEITE DE PINO V55 NO UTILIZAR, - , - , - ,  -   , - ,Warehouse1,,,,,,,,,
VAR-QB00015,ALCOHOL E. DESTUFADO , - , - , - ,  -   , - ,Warehouse1,,,,,,,,,
VAR-QB00018,ALCOHOL LAURICO 9 MOLES, - ,PELIGRO, - ,H302: Nocivo en caso de ingestión. H315: Provoca irritación cutánea. H313: Puede ser nocivo en contacto con la piel. H318: Provo lesiones oculares graves.,"P264: Lavarse concienzudamente tras la manipulación.P270: No comer, beber ni fumar durante su utilización. P280: Llevar guantes/prendas/gafas/mascara de protección. P301+ P312: EN CASO DE INGESTION: Llamar a un centro de
información toxicológica o a un médico si se encuentra mal. P302+ P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundante.
P310: Llamar inmediatamente a un centro de información toxicológica o aun medico. P312: Llamar a un centro de toxicología o medico si la persona se
encuentra mal. P321: Tratamiento específico (ver sección 4 en esta FDS)
P330: Enjuagarse la boca. P332+ P313: En caso de irritación cutánea consultar a un medico. P362+ P364: Quitar la ropa contaminada y lavarla antes de volverla
a usar",Warehouse1,X,X,,,,,,,
VAR-QB00105,IPA , - , - , - ,  -   , - ,Warehouse1,,,,,,,,,
VAR-QB00008,ACIDO CITRICO,77- 92- 9,ATENCION, - ,H319: Provoca irritación ocular grave.,"P264: Lavarse las manos concienzudamente tras la manipulación. P280: Llevar guantes/prendas/gafas/mascara de protección. P305+ P351+ P338: EN CASO DE CONTACTO CON LOS OJOS, aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. P337+ P313: Si persiste la irritación ocular consulte a un médico.",Warehouse1,X,,,,,,,,
VAR-QB00009,ACIDO ESTEARICO AE-5001 TRIPLE PRENSADO (COSMETICO),No Aplica,ATENCION,01 800 00 21400; 01 (55) 55 59 15 88,H413 puede causar efecto nocivos duraderos en la vida acuática,P273 evitar su liberación al medio ambiente,Warehouse1,X,,,,,,,,
VAR-QB00011,ADBS QB,27176-87-0,PELIGRO,SETIQ: 01800-00-214-00 HARMONY CHEM: 01-779-79-6-26-85,H301: Toxico en caso de ingestión H305: puede ser nocivo en caso de ingestión y de penetración en las vías respiratorias H314: provoca graves quemaduras en la piel y lesiones oculares H315: provoca irritación cutánea H318: provoca lesiones oculares graves H402: nocivo para los organismos acuáticos graves,"P207  no comer, beber ni fumar durante la utilización de este producto. P264  lavarse las manos concienzudamente tras la manipulación.  P301+P312  EN CASO DE INGESTION: si se siente mal, llame a un CENTRO DE INFORMACION TOXICOLOGICA/medico. P301+P330+P331  EN CASO DE INGESTION: enjuagar la boca. NO induzca el vómito. P303+P361+P353  EN CASO DE CONTACTO CON LA PIEL (o el pelo): quitar inmediatamente la ropa contaminada. Aclararse la piel con agua/ducharse. P304+P340+P311 - EN CASO DE INHALACION: transportar a la víctima al exterior y mantenerla en reposo en una posición confortable para respirar. Llamar inmediatamente a un centro de toxicología/medico, P305+P351+P338 - EN CASO DE CONTACTO CON LOS OJOS: enjuague bien con agua durante varios minutos. En el caso de las lentes de contacto, quitarlas, si es fácil. Continúe enjuagando. P501: eliminar el contenido/el recipiente en un punto de recogida de residuos especiales.",Warehouse1,X,X,,,,,,,
VAR-QB00069,DBSS,25155-30-0,ATENCION,01800- 00- 214- 00 / 01-779- 79- 6- 26- 85,"H302: Nocivo en caso de ingestión. H315: Irritación a la piel, corrosión/irritación. H318: Daño en los ojos, lesiones oculares graves/irritación.","P264: Lávese cuidadosamente después de la manipulación. P270: No coma, beba o fume cuando esté usando este producto. P280: Use guantes protectores ropa protección, lentes de protección y protección para la cara y los ojos. P261: Evite respirar el polvo, humo, gas, niebla, vapor o spray. P301+P312: SI SE INGIERE: Llamar a un centro de toxicología o al doctor si no se siente bien. P302+P352: SI SE ENCUENTRA EN LA PIEL: Lavar con abundante jabón y agua. P305+P351+P338: SI SE ENCUENTRA EN LOS OJOS: Enjuague cuidadosamente con agua por varios minutos, remueva los lentes de contacto. P321: Tratamiento específico. P330: Enjuagar la boca. P332+P313: Si hay  rritación en la piel: consiga atención médica. P501: Eliminar el contenedor de acuerdo a las regulaciones nacionales",Warehouse1,X,,,,,,,,
VAR-QB00111,LSA QH,2235- 54- 3,ATENCION,+52 5552 2955 55,H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave,P264: Lavarse piel concienzudamente tras la manipulación. P280: Llevar uantes/gafas/mascara de protección.  P302+ P352 EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. P305+ P351+ P338: EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios minutos. Quitar los lentes de contacto cuando estén presentes y pueda hacerse. con facilidad. Proseguir con el lavado. P332+ P313 EN CASO DE IRRITACION CUTANEA: Consultar a un médico. P362+ P364: Quitar prendas contaminadas y lavarlas antes de volver a usarlas.,Warehouse1,X,,,,,,,,
VAR-QB00122,NF-600,No Aplica,PELIGRO,01-800-00-214,"H302: Nocivo en caso de ingestión. H313: Puede ser nocivo en contacto con la piel. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H401: Toxico para los organismos acuáticos. H411: Toxico para los organismos acuáticos, con efectos nocivos duraderos.","P264: Lavarse las manos completamente después de su manipulación. P270: No comer, beber o fumar mientras se manipula este producto. P273: No dispersar en el medio  mbiente. P280: Usar guantes/ropa/lentes de protección. P301+P312: En caso de ingestión llamar a un centro de toxicología si la persona se encuentra mal. P302+P352: En caso de contacto con la piel lavar con abundante agua. P305+P351+P338: En caso de contacto con los ojos enjuagar con agua cuidadosamente durante varios minutos. Quitar los lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P310: Llamar inmediatamente a un centro de toxicología. P332+P313: En caso de irritación cutánea consultar a un médico. P330: Enjuagarse la boca P362+P364: Quitar la ropa contaminada y lavarla antes de volverla a usar. P391: Recoger el vertido. P401: Guardar con forme a lo indicado en la sección VII.  Eliminar el contenido/recipiente conforme a la reglamentación local.",Warehouse1,X,X,,,,X,,,
VAR-QB00030,BETAINA QB,61789-40-0,ATENCION,-,H319: Provoca irritación ocular grave,P305+ P351+ P338 EN CASO DE CONTACTO CON LOS OJOS: Enjaguar con agua cuidadosamente durante varios minutos. Quitar lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P313: Consultar a un médico. P301+ P330+ P331 EN CASO DE INGESTION: Enjuagar la boca. No provocar el vomito. P302+ P352 EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua.,Warehouse1,X,,,,,,,,
VAR-QB00119,NF1000 QB,127087-87-0,ATENCION,01-800-00-214-00,H302: Nocivo en caso de ingestión. H313: puede ser nocivo en contacto con la piel. H315: provoca irritación cutánea. H319: provoca irritación ocular grave. H402: nocivo para los organismos acuáticos.,"P264: lavarse las manos y la cara completamente después de su manipulación. Báñese completamente al finalizar su jornada de trabajo. P270: no comer, beber o fumar mientras se manipula este producto. P273: no dispersar en el medio ambiente. P280: usar guantes, ropa de protección, equipo de protección para la cara y ojos. P301+P312: EN CASO DE INGESTION, llamar a un centro de toxicología o medico si la persona se encuentra mal. P330: enjuagarse la boca. P312: llamar a un centro de toxicología o medico si la persona se encuentra mal. P302+P352: EN CASO DE CONTACTO CON LA PIEL: lavar con abundante agua. P321: tratamiento específico (ver sección 4 en esta FDS). P332+P313: en caso de irritación cutánea, consultar un médico.
P362+P364: quitar la ropa contaminada y lavarla antes de volverla a usar.
P305+P351+P338: EN CASO DE CONTACTO CON LOS OJOS: enjuagar con agua  uidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir el lavado. P501: eliminar el contenido y el recipiente de acuerdo con las normas nacionales o internacionales  igentes.",Warehouse1,X,,,,,,,,
VAR-QB00082,ESTANATO DE SODIO ,-,-,-,-,-,Warehouse1,,,,,,,,,
VAR-QB00099,GLICEPOL 160,"31566-31-1, 123-94-4, 11099-07-3, 85666-92-8, 85251-77-0",No Aplicable, -  ,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
